sample_index,time_from_start_s,Right_Shoulder_Pitch_Joint,Right_Shoulder_Roll_Joint,Right_Shoulder_Yaw_Joint,Right_Elbow_Pitch_Joint,Right_Wrist_Yaw_Joint,Right_Wrist_Roll_Joint,Right_Wrist_Pitch_Joint
2042,204.200000,0.691104296,0.098640298,-0.052730737,0.460420197,0.947713391,0.392866241,0.420864580
2043,204.300000,0.691105474,0.098661994,-0.052721238,0.460384056,0.947713400,0.392832496,0.420858428
2044,204.400000,0.691106652,0.098683689,-0.052711740,0.460347914,0.947713408,0.392798750,0.420852275
2045,204.500000,0.691107830,0.098705384,-0.052702241,0.460311773,0.947713417,0.392765004,0.420846123
2046,204.600000,0.691109008,0.098727080,-0.052692743,0.460275631,0.947713425,0.392731259,0.420839971
2047,204.700000,0.691110186,0.098748775,-0.052683244,0.460239490,0.947713434,0.392697513,0.420833818
2048,204.800000,0.691111364,0.098770470,-0.052673746,0.460203348,0.947713442,0.392663768,0.420827666
2049,204.900000,0.691112542,0.098792165,-0.052664248,0.460167207,0.947713451,0.392630022,0.420821514
2050,205.000000,0.691113720,0.098813861,-0.052654749,0.460131065,0.947713459,0.392596276,0.420815361
2051,205.100000,0.691114898,0.098835556,-0.052645251,0.460094924,0.947713467,0.392562531,0.420809209
2052,205.200000,0.691116076,0.098857251,-0.052635752,0.460058782,0.947713476,0.392528785,0.420803057
2053,205.300000,0.691117254,0.098878946,-0.052626254,0.460022641,0.947713484,0.392495040,0.420796904
2054,205.400000,0.691118432,0.098900642,-0.052616755,0.459986499,0.947713493,0.392461294,0.420790752
2055,205.500000,0.691119610,0.098922337,-0.052607257,0.459950358,0.947713501,0.392427548,0.420784600
2056,205.600000,0.691120787,0.098944032,-0.052597758,0.459914216,0.947713510,0.392393803,0.420778447
2057,205.700000,0.691121965,0.098965727,-0.052588260,0.459878075,0.947713518,0.392360057,0.420772295
2058,205.800000,0.691123143,0.098987423,-0.052578762,0.459841933,0.947713527,0.392326311,0.420766143
2059,205.900000,0.691124321,0.099009118,-0.052569263,0.459805792,0.947713535,0.392292566,0.420759990
2060,206.000000,0.691125499,0.099030813,-0.052559765,0.459769650,0.947713544,0.392258820,0.420753838
2061,206.100000,0.691126677,0.099052509,-0.052550266,0.459733508,0.947713552,0.392225075,0.420747686
2062,206.200000,0.691127321,0.099043978,-0.052545094,0.459713977,0.947713557,0.392140761,0.420744336
2063,206.300000,0.691127808,0.099026636,-0.052541183,0.459699288,0.947713561,0.392041705,0.420741803
2064,206.400000,0.691128296,0.099009293,-0.052537272,0.459684599,0.947713566,0.391942649,0.420739269
2065,206.500000,0.691128783,0.098991951,-0.052533361,0.459669910,0.947713570,0.391843593,0.420736736
2066,206.600000,0.691129271,0.098974608,-0.052529449,0.459655221,0.947713574,0.391744537,0.420734203
2067,206.700000,0.691129759,0.098957266,-0.052525538,0.459640532,0.947713578,0.391645480,0.420731670
2068,206.800000,0.691130246,0.098939923,-0.052521627,0.459625843,0.947713583,0.391546424,0.420729137
2069,206.900000,0.691130734,0.098922581,-0.052517716,0.459611154,0.947713587,0.391447368,0.420726604
2070,207.000000,0.691131221,0.098905238,-0.052513805,0.459596465,0.947713591,0.391348312,0.420724070
2071,207.100000,0.691131709,0.098887896,-0.052509894,0.459581776,0.947713595,0.391249256,0.420721537
2072,207.200000,0.691132197,0.098870553,-0.052505983,0.459567087,0.947713599,0.391150199,0.420719004
2073,207.300000,0.691132684,0.098853211,-0.052502072,0.459552397,0.947713604,0.391051143,0.420716471
2074,207.400000,0.691133172,0.098835868,-0.052498161,0.459537708,0.947713608,0.390952087,0.420713938
2075,207.500000,0.691133659,0.098818526,-0.052494250,0.459523019,0.947713612,0.390853031,0.420711405
2076,207.600000,0.691134147,0.098801183,-0.052490339,0.459508330,0.947713616,0.390753975,0.420708872
2077,207.700000,0.691134635,0.098783841,-0.052486428,0.459493641,0.947713620,0.390654918,0.420706338
2078,207.800000,0.691135122,0.098766499,-0.052482517,0.459478952,0.947713625,0.390555862,0.420703805
2079,207.900000,0.691135610,0.098749156,-0.052478606,0.459464263,0.947713629,0.390456806,0.420701272
2080,208.000000,0.691136097,0.098731814,-0.052474694,0.459449574,0.947713633,0.390357750,0.420698739
2081,208.100000,0.691136585,0.098714471,-0.052470783,0.459434885,0.947713637,0.390258694,0.420696206
2082,208.200000,0.691137073,0.098697129,-0.052466872,0.459420196,0.947713642,0.390159637,0.420693673
2083,208.300000,0.691137560,0.098679786,-0.052462961,0.459405507,0.947713646,0.390060581,0.420691139
2084,208.400000,0.691138048,0.098662444,-0.052459050,0.459390818,0.947713650,0.389961525,0.420688606
2085,208.500000,0.691138535,0.098645101,-0.052455139,0.459376129,0.947713654,0.389862469,0.420686073
2086,208.600000,0.691139023,0.098627759,-0.052451228,0.459361440,0.947713658,0.389763412,0.420683540
2087,208.700000,0.691139511,0.098610416,-0.052447317,0.459346751,0.947713663,0.389664356,0.420681007
2088,208.800000,0.691139998,0.098593074,-0.052443406,0.459332062,0.947713667,0.389565300,0.420678474
2089,208.900000,0.691140486,0.098575731,-0.052439495,0.459317373,0.947713671,0.389466244,0.420675941
2090,209.000000,0.691140819,0.098542380,-0.052387533,0.459307354,0.947713674,0.389358731,0.420690287
2091,209.100000,0.691141020,0.098495297,-0.052294356,0.459301341,0.947713676,0.389243965,0.420719112
2092,209.200000,0.691141220,0.098448214,-0.052201180,0.459295328,0.947713678,0.389129200,0.420747937
2093,209.300000,0.691141421,0.098401131,-0.052108004,0.459289315,0.947713681,0.389014434,0.420776762
2094,209.400000,0.691141621,0.098354048,-0.052014828,0.459283302,0.947713683,0.388899668,0.420805587
2095,209.500000,0.691141822,0.098306966,-0.051921651,0.459277289,0.947713685,0.388784902,0.420834412
2096,209.600000,0.691142022,0.098259883,-0.051828475,0.459271276,0.947713687,0.388670136,0.420863237
2097,209.700000,0.691142223,0.098212800,-0.051735299,0.459265263,0.947713689,0.388555370,0.420892062
2098,209.800000,0.691142423,0.098165717,-0.051642122,0.459259250,0.947713691,0.388440604,0.420920887
2099,209.900000,0.691142624,0.098118634,-0.051548946,0.459253237,0.947713693,0.388325839,0.420949712
2100,210.000000,0.691142825,0.098071551,-0.051455770,0.459247224,0.947713695,0.388211073,0.420978537
2101,210.100000,0.691143025,0.098024469,-0.051362594,0.459241211,0.947713698,0.388096307,0.421007362
2102,210.200000,0.691143226,0.097977386,-0.051269417,0.459235198,0.947713700,0.387981541,0.421036187
2103,210.300000,0.691143426,0.097930303,-0.051176241,0.459229185,0.947713702,0.387866775,0.421065012
2104,210.400000,0.691143627,0.097883220,-0.051083065,0.459223172,0.947713704,0.387752009,0.421093837
2105,210.500000,0.691143827,0.097836137,-0.050989888,0.459217159,0.947713706,0.387637243,0.421122662
2106,210.600000,0.691144028,0.097789055,-0.050896712,0.459211146,0.947713708,0.387522478,0.421151487
2107,210.700000,0.691144228,0.097741972,-0.050803536,0.459205133,0.947713710,0.387407712,0.421180312
2108,210.800000,0.691144429,0.097694889,-0.050710359,0.459199120,0.947713712,0.387292946,0.421209137
2109,210.900000,0.691144630,0.097647806,-0.050617183,0.459193106,0.947713715,0.387178180,0.421237962
2110,211.000000,0.691144830,0.097600723,-0.050524007,0.459187093,0.947713717,0.387063414,0.421266787
2111,211.100000,0.691145031,0.097553640,-0.050430831,0.459181080,0.947713719,0.386948648,0.421295612
2112,211.200000,0.691145231,0.097506558,-0.050337654,0.459175067,0.947713721,0.386833883,0.421324437
2113,211.300000,0.691145432,0.097459475,-0.050244478,0.459169054,0.947713723,0.386719117,0.421353262
2114,211.400000,0.691145632,0.097412392,-0.050151302,0.459163041,0.947713725,0.386604351,0.421382087
2115,211.500000,0.691145833,0.097365309,-0.050058125,0.459157028,0.947713727,0.386489585,0.421410912
2116,211.600000,0.691146034,0.097318226,-0.049964949,0.459151015,0.947713729,0.386374819,0.421439737
2117,211.700000,0.691146234,0.097271144,-0.049871773,0.459145002,0.947713732,0.386260053,0.421468562
2118,211.800000,0.691142891,0.097229904,-0.049719904,0.459140003,0.947702880,0.386149454,0.421494607
2119,211.900000,0.691131369,0.097202148,-0.049432590,0.459137344,0.947666981,0.386048472,0.421514238
2120,212.000000,0.691119848,0.097174393,-0.049145277,0.459134686,0.947631082,0.385947490,0.421533868
2121,212.100000,0.691108326,0.097146637,-0.048857963,0.459132027,0.947595184,0.385846507,0.421553499
2122,212.200000,0.691096805,0.097118882,-0.048570649,0.459129368,0.947559285,0.385745525,0.421573130
2123,212.300000,0.691085283,0.097091126,-0.048283336,0.459126710,0.947523386,0.385644542,0.421592761
2124,212.400000,0.691073761,0.097063371,-0.047996022,0.459124051,0.947487487,0.385543560,0.421612392
2125,212.500000,0.691062240,0.097035615,-0.047708708,0.459121392,0.947451588,0.385442577,0.421632022
2126,212.600000,0.691050718,0.097007860,-0.047421395,0.459118733,0.947415690,0.385341595,0.421651653
2127,212.700000,0.691039197,0.096980104,-0.047134081,0.459116075,0.947379791,0.385240612,0.421671284
2128,212.800000,0.691027675,0.096952349,-0.046846768,0.459113416,0.947343892,0.385139630,0.421690915
2129,212.900000,0.691016154,0.096924593,-0.046559454,0.459110757,0.947307993,0.385038647,0.421710545
2130,213.000000,0.691004632,0.096896838,-0.046272140,0.459108098,0.947272094,0.384937665,0.421730176
2131,213.100000,0.690993111,0.096869082,-0.045984827,0.459105440,0.947236196,0.384836682,0.421749807
2132,213.200000,0.690981589,0.096841327,-0.045697513,0.459102781,0.947200297,0.384735700,0.421769438
2133,213.300000,0.690970068,0.096813571,-0.045410199,0.459100122,0.947164398,0.384634717,0.421789069
2134,213.400000,0.690958546,0.096785815,-0.045122886,0.459097463,0.947128499,0.384533735,0.421808699
2135,213.500000,0.690947024,0.096758060,-0.044835572,0.459094805,0.947092601,0.384432752,0.421828330
2136,213.600000,0.690935503,0.096730304,-0.044548258,0.459092146,0.947056702,0.384331770,0.421847961
2137,213.700000,0.690923981,0.096702549,-0.044260945,0.459089487,0.947020803,0.384230787,0.421867592
2138,213.800000,0.690912460,0.096674793,-0.043973631,0.459086828,0.946984904,0.384129805,0.421887222
2139,213.900000,0.690900938,0.096647038,-0.043686318,0.459084170,0.946949005,0.384028823,0.421906853
2140,214.000000,0.690889417,0.096619282,-0.043399004,0.459081511,0.946913107,0.383927840,0.421926484
2141,214.100000,0.690877895,0.096591527,-0.043111690,0.459078852,0.946877208,0.383826858,0.421946115
2142,214.200000,0.690866374,0.096563771,-0.042824377,0.459076194,0.946841309,0.383725875,0.421965746
2143,214.300000,0.690854852,0.096536016,-0.042537063,0.459073535,0.946805410,0.383624893,0.421985376
2144,214.400000,0.690843331,0.096508260,-0.042249749,0.459070876,0.946769511,0.383523910,0.422005007
2145,214.500000,0.690831809,0.096480505,-0.041962436,0.459068217,0.946733613,0.383422928,0.422024638
2146,214.600000,0.690821504,0.096451552,-0.041687179,0.459065674,0.946699090,0.383319849,0.422043415
2147,214.700000,0.690828323,0.096405757,-0.041581563,0.459064759,0.946683922,0.383187280,0.422050186
2148,214.800000,0.690835141,0.096359961,-0.041475947,0.459063844,0.946668755,0.383054710,0.422056957
2149,214.900000,0.690841960,0.096314166,-0.041370331,0.459062929,0.946653588,0.382922140,0.422063728
2150,215.000000,0.690848778,0.096268370,-0.041264715,0.459062014,0.946638421,0.382789571,0.422070499
2151,215.100000,0.690855596,0.096222575,-0.041159099,0.459061099,0.946623254,0.382657001,0.422077270
2152,215.200000,0.690862415,0.096176779,-0.041053483,0.459060184,0.946608087,0.382524432,0.422084040
2153,215.300000,0.690869233,0.096130984,-0.040947867,0.459059269,0.946592920,0.382391862,0.422090811
2154,215.400000,0.690876051,0.096085189,-0.040842251,0.459058354,0.946577752,0.382259292,0.422097582
2155,215.500000,0.690882870,0.096039393,-0.040736635,0.459057439,0.946562585,0.382126723,0.422104353
2156,215.600000,0.690889688,0.095993598,-0.040631019,0.459056524,0.946547418,0.381994153,0.422111124
2157,215.700000,0.690896506,0.095947802,-0.040525403,0.459055608,0.946532251,0.381861584,0.422117895
2158,215.800000,0.690903325,0.095902007,-0.040419787,0.459054693,0.946517084,0.381729014,0.422124666
2159,215.900000,0.690910143,0.095856211,-0.040314171,0.459053778,0.946501917,0.381596444,0.422131437
2160,216.000000,0.690916961,0.095810416,-0.040208555,0.459052863,0.946486750,0.381463875,0.422138207
2161,216.100000,0.690923780,0.095764620,-0.040102939,0.459051948,0.946471582,0.381331305,0.422144978
2162,216.200000,0.690930598,0.095718825,-0.039997323,0.459051033,0.946456415,0.381198736,0.422151749
2163,216.300000,0.690937417,0.095673029,-0.039891707,0.459050118,0.946441248,0.381066166,0.422158520
2164,216.400000,0.690944235,0.095627234,-0.039786091,0.459049203,0.946426081,0.380933597,0.422165291
2165,216.500000,0.690951053,0.095581439,-0.039680475,0.459048288,0.946410914,0.380801027,0.422172062
2166,216.600000,0.690957872,0.095535643,-0.039574859,0.459047373,0.946395747,0.380668457,0.422178833
2167,216.700000,0.690964690,0.095489848,-0.039469243,0.459046458,0.946380580,0.380535888,0.422185604
2168,216.800000,0.690971508,0.095444052,-0.039363627,0.459045543,0.946365412,0.380403318,0.422192374
2169,216.900000,0.690978327,0.095398257,-0.039258011,0.459044628,0.946350245,0.380270749,0.422199145
2170,217.000000,0.690985145,0.095352461,-0.039152395,0.459043713,0.946335078,0.380138179,0.422205916
2171,217.100000,0.690991963,0.095306666,-0.039046779,0.459042797,0.946319911,0.380005609,0.422212687
2172,217.200000,0.690998782,0.095260870,-0.038941163,0.459041882,0.946304744,0.379873040,0.422219458
2173,217.300000,0.691005600,0.095215075,-0.038835547,0.459040967,0.946289577,0.379740470,0.422226229
2174,217.400000,0.691012419,0.095169280,-0.038729931,0.459040052,0.946274410,0.379607901,0.422233000
2175,217.500000,0.691015927,0.095145764,-0.038676280,0.459021321,0.946266615,0.379464236,0.422258211
2176,217.600000,0.691018760,0.095126799,-0.038633244,0.458998950,0.946260327,0.379318305,0.422287189
2177,217.700000,0.691021593,0.095107834,-0.038590207,0.458976579,0.946254038,0.379172374,0.422316167
2178,217.800000,0.691024426,0.095088869,-0.038547170,0.458954208,0.946247750,0.379026443,0.422345145
2179,217.900000,0.691027259,0.095069904,-0.038504134,0.458931838,0.946241461,0.378880513,0.422374123
2180,218.000000,0.691030092,0.095050939,-0.038461097,0.458909467,0.946235173,0.378734582,0.422403101
2181,218.100000,0.691032925,0.095031974,-0.038418061,0.458887096,0.946228884,0.378588651,0.422432079
2182,218.200000,0.691035758,0.095013009,-0.038375024,0.458864725,0.946222596,0.378442720,0.422461057
2183,218.300000,0.691038590,0.094994044,-0.038331988,0.458842355,0.946216307,0.378296789,0.422490035
2184,218.400000,0.691041423,0.094975079,-0.038288951,0.458819984,0.946210019,0.378150858,0.422519013
2185,218.500000,0.691044256,0.094956114,-0.038245915,0.458797613,0.946203730,0.378004927,0.422547991
2186,218.600000,0.691047089,0.094937149,-0.038202878,0.458775242,0.946197442,0.377858997,0.422576969
2187,218.700000,0.691049922,0.094918184,-0.038159842,0.458752872,0.946191153,0.377713066,0.422605947
2188,218.800000,0.691052755,0.094899219,-0.038116805,0.458730501,0.946184865,0.377567135,0.422634925
2189,218.900000,0.691055588,0.094880254,-0.038073769,0.458708130,0.946178576,0.377421204,0.422663904
2190,219.000000,0.691058421,0.094861289,-0.038030732,0.458685759,0.946172288,0.377275273,0.422692882
2191,219.100000,0.691061253,0.094842324,-0.037987696,0.458663389,0.946165999,0.377129342,0.422721860
2192,219.200000,0.691064086,0.094823359,-0.037944659,0.458641018,0.946159711,0.376983411,0.422750838
2193,219.300000,0.691066919,0.094804394,-0.037901623,0.458618647,0.946153422,0.376837481,0.422779816
2194,219.400000,0.691069752,0.094785429,-0.037858586,0.458596276,0.946147134,0.376691550,0.422808794
2195,219.500000,0.691072585,0.094766464,-0.037815550,0.458573905,0.946140845,0.376545619,0.422837772
2196,219.600000,0.691075418,0.094747499,-0.037772513,0.458551535,0.946134557,0.376399688,0.422866750
2197,219.700000,0.691078251,0.094728534,-0.037729476,0.458529164,0.946128268,0.376253757,0.422895728
2198,219.800000,0.691081084,0.094709569,-0.037686440,0.458506793,0.946121980,0.376107826,0.422924706
2199,219.900000,0.691083916,0.094690604,-0.037643403,0.458484422,0.946115691,0.375961896,0.422953684
2200,220.000000,0.691086749,0.094671639,-0.037600367,0.458462052,0.946109403,0.375815965,0.422982662
2201,220.100000,0.691089582,0.094652674,-0.037557330,0.458439681,0.946103114,0.375670034,0.423011640
2202,220.200000,0.691092415,0.094633709,-0.037514294,0.458417310,0.946096826,0.375524103,0.423040618
2203,220.300000,0.691084700,0.094644924,-0.037486372,0.458394273,0.946092724,0.375386524,0.423062405
2204,220.400000,0.691069788,0.094676731,-0.037468763,0.458370781,0.946090115,0.375254644,0.423079285
2205,220.500000,0.691054877,0.094708539,-0.037451154,0.458347290,0.946087506,0.375122763,0.423096165
2206,220.600000,0.691039965,0.094740346,-0.037433545,0.458323798,0.946084897,0.374990883,0.423113045
2207,220.700000,0.691025053,0.094772154,-0.037415936,0.458300306,0.946082287,0.374859002,0.423129926
2208,220.800000,0.691010142,0.094803961,-0.037398328,0.458276815,0.946079678,0.374727122,0.423146806
2209,220.900000,0.690995230,0.094835769,-0.037380719,0.458253323,0.946077069,0.374595242,0.423163686
2210,221.000000,0.690980318,0.094867576,-0.037363110,0.458229831,0.946074460,0.374463361,0.423180566
2211,221.100000,0.690965406,0.094899384,-0.037345501,0.458206339,0.946071851,0.374331481,0.423197446
2212,221.200000,0.690950495,0.094931191,-0.037327892,0.458182848,0.946069242,0.374199601,0.423214326
2213,221.300000,0.690935583,0.094962999,-0.037310283,0.458159356,0.946066633,0.374067720,0.423231207
2214,221.400000,0.690920671,0.094994806,-0.037292674,0.458135864,0.946064023,0.373935840,0.423248087
2215,221.500000,0.690905760,0.095026614,-0.037275065,0.458112373,0.946061414,0.373803960,0.423264967
2216,221.600000,0.690890848,0.095058421,-0.037257456,0.458088881,0.946058805,0.373672079,0.423281847
2217,221.700000,0.690875936,0.095090229,-0.037239848,0.458065389,0.946056196,0.373540199,0.423298727
2218,221.800000,0.690861024,0.095122036,-0.037222239,0.458041898,0.946053587,0.373408318,0.423315607
2219,221.900000,0.690846113,0.095153844,-0.037204630,0.458018406,0.946050978,0.373276438,0.423332488
2220,222.000000,0.690831201,0.095185651,-0.037187021,0.457994914,0.946048368,0.373144558,0.423349368
2221,222.100000,0.690816289,0.095217459,-0.037169412,0.457971422,0.946045759,0.373012677,0.423366248
2222,222.200000,0.690801377,0.095249266,-0.037151803,0.457947931,0.946043150,0.372880797,0.423383128
2223,222.300000,0.690786466,0.095281074,-0.037134194,0.457924439,0.946040541,0.372748917,0.423400008
2224,222.400000,0.690771554,0.095312881,-0.037116585,0.457900947,0.946037932,0.372617036,0.423416888
2225,222.500000,0.690756642,0.095344688,-0.037098976,0.457877456,0.946035323,0.372485156,0.423433769
2226,222.600000,0.690741731,0.095376496,-0.037081368,0.457853964,0.946032714,0.372353275,0.423450649
2227,222.700000,0.690726819,0.095408303,-0.037063759,0.457830472,0.946030104,0.372221395,0.423467529
2228,222.800000,0.690711907,0.095440111,-0.037046150,0.457806981,0.946027495,0.372089515,0.423484409
2229,222.900000,0.690696995,0.095471918,-0.037028541,0.457783489,0.946024886,0.371957634,0.423501289
2230,223.000000,0.690682084,0.095503726,-0.037010932,0.457759997,0.946022277,0.371825754,0.423518170
2231,223.100000,0.690676071,0.095546874,-0.036989104,0.457693941,0.946007215,0.371692606,0.423531297
2232,223.200000,0.690685986,0.095610321,-0.036959726,0.457551705,0.945969866,0.371557189,0.423537707
2233,223.300000,0.690695901,0.095673767,-0.036930348,0.457409468,0.945932517,0.371421771,0.423544116
2234,223.400000,0.690705816,0.095737213,-0.036900970,0.457267231,0.945895168,0.371286354,0.423550526
2235,223.500000,0.690715732,0.095800660,-0.036871592,0.457124995,0.945857819,0.371150937,0.423556936
2236,223.600000,0.690725647,0.095864106,-0.036842214,0.456982758,0.945820470,0.371015519,0.423563346
2237,223.700000,0.690735562,0.095927553,-0.036812836,0.456840521,0.945783121,0.370880102,0.423569756
2238,223.800000,0.690745477,0.095990999,-0.036783458,0.456698285,0.945745772,0.370744685,0.423576166
2239,223.900000,0.690755392,0.096054445,-0.036754080,0.456556048,0.945708423,0.370609268,0.423582576
2240,224.000000,0.690765307,0.096117892,-0.036724702,0.456413811,0.945671074,0.370473850,0.423588986
2241,224.100000,0.690775222,0.096181338,-0.036695324,0.456271574,0.945633725,0.370338433,0.423595396
2242,224.200000,0.690785137,0.096244784,-0.036665946,0.456129338,0.945596376,0.370203016,0.423601806
2243,224.300000,0.690795052,0.096308231,-0.036636568,0.455987101,0.945559027,0.370067599,0.423608216
2244,224.400000,0.690804968,0.096371677,-0.036607190,0.455844864,0.945521678,0.369932181,0.423614625
2245,224.500000,0.690814883,0.096435124,-0.036577812,0.455702628,0.945484329,0.369796764,0.423621035
2246,224.600000,0.690824798,0.096498570,-0.036548434,0.455560391,0.945446980,0.369661347,0.423627445
2247,224.700000,0.690834713,0.096562016,-0.036519056,0.455418154,0.945409631,0.369525929,0.423633855
2248,224.800000,0.690844628,0.096625463,-0.036489678,0.455275918,0.945372282,0.369390512,0.423640265
2249,224.900000,0.690854543,0.096688909,-0.036460300,0.455133681,0.945334933,0.369255095,0.423646675
2250,225.000000,0.690864458,0.096752355,-0.036430922,0.454991444,0.945297584,0.369119678,0.423653085
2251,225.100000,0.690874373,0.096815802,-0.036401544,0.454849207,0.945260235,0.368984260,0.423659495
2252,225.200000,0.690884289,0.096879248,-0.036372166,0.454706971,0.945222886,0.368848843,0.423665905
2253,225.300000,0.690894204,0.096942695,-0.036342788,0.454564734,0.945185537,0.368713426,0.423672315
2254,225.400000,0.690904119,0.097006141,-0.036313410,0.454422497,0.945148188,0.368578008,0.423678725
2255,225.500000,0.690914034,0.097069587,-0.036284032,0.454280261,0.945110839,0.368442591,0.423685134
2256,225.600000,0.690923949,0.097133034,-0.036254654,0.454138024,0.945073490,0.368307174,0.423691544
2257,225.700000,0.690933864,0.097196480,-0.036225276,0.453995787,0.945036141,0.368171757,0.423697954
2258,225.800000,0.690943779,0.097259927,-0.036195898,0.453853551,0.944998792,0.368036339,0.423704364
2259,225.900000,0.690952982,0.097324340,-0.036166899,0.453709490,0.944964129,0.367900841,0.423710310
2260,226.000000,0.690957084,0.097395681,-0.036140620,0.453552365,0.944948706,0.367764757,0.423712933
2261,226.100000,0.690961186,0.097467022,-0.036114341,0.453395240,0.944933284,0.367628674,0.423715556
2262,226.200000,0.690965287,0.097538363,-0.036088061,0.453238115,0.944917861,0.367492591,0.423718179
2263,226.300000,0.690969389,0.097609704,-0.036061782,0.453080990,0.944902439,0.367356507,0.423720802
2264,226.400000,0.690973490,0.097681045,-0.036035503,0.452923864,0.944887016,0.367220424,0.423723424
2265,226.500000,0.690977592,0.097752386,-0.036009223,0.452766739,0.944871594,0.367084341,0.423726047
2266,226.600000,0.690981693,0.097823727,-0.035982944,0.452609614,0.944856171,0.366948258,0.423728670
2267,226.700000,0.690985795,0.097895068,-0.035956665,0.452452489,0.944840749,0.366812174,0.423731293
2268,226.800000,0.690989897,0.097966409,-0.035930385,0.452295364,0.944825326,0.366676091,0.423733916
2269,226.900000,0.690993998,0.098037750,-0.035904106,0.452138238,0.944809903,0.366540008,0.423736538
2270,227.000000,0.690998100,0.098109092,-0.035877827,0.451981113,0.944794481,0.366403925,0.423739161
2271,227.100000,0.691002201,0.098180433,-0.035851548,0.451823988,0.944779058,0.366267841,0.423741784
2272,227.200000,0.691006303,0.098251774,-0.035825268,0.451666863,0.944763636,0.366131758,0.423744407
2273,227.300000,0.691010404,0.098323115,-0.035798989,0.451509738,0.944748213,0.365995675,0.423747030
2274,227.400000,0.691014506,0.098394456,-0.035772710,0.451352612,0.944732791,0.365859591,0.423749653
2275,227.500000,0.691018608,0.098465797,-0.035746430,0.451195487,0.944717368,0.365723508,0.423752275
2276,227.600000,0.691022709,0.098537138,-0.035720151,0.451038362,0.944701945,0.365587425,0.423754898
2277,227.700000,0.691026811,0.098608479,-0.035693872,0.450881237,0.944686523,0.365451342,0.423757521
2278,227.800000,0.691030912,0.098679820,-0.035667592,0.450724112,0.944671100,0.365315258,0.423760144
2279,227.900000,0.691035014,0.098751161,-0.035641313,0.450566987,0.944655678,0.365179175,0.423762767
2280,228.000000,0.691039115,0.098822502,-0.035615034,0.450409861,0.944640255,0.365043092,0.423765390
2281,228.100000,0.691043217,0.098893843,-0.035588754,0.450252736,0.944624833,0.364907009,0.423768012
2282,228.200000,0.691047319,0.098965184,-0.035562475,0.450095611,0.944609410,0.364770925,0.423770635
2283,228.300000,0.691051420,0.099036525,-0.035536196,0.449938486,0.944593988,0.364634842,0.423773258
2284,228.400000,0.691055522,0.099107866,-0.035509916,0.449781361,0.944578565,0.364498759,0.423775881
2285,228.500000,0.691059623,0.099179207,-0.035483637,0.449624235,0.944563142,0.364362676,0.423778504
2286,228.600000,0.691063725,0.099250548,-0.035457358,0.449467110,0.944547720,0.364226592,0.423781127
2287,228.700000,0.691067827,0.099321890,-0.035431078,0.449309985,0.944532297,0.364090509,0.423783749
2288,228.800000,0.691069798,0.099381590,-0.035418504,0.449181357,0.944524899,0.363985159,0.423782324
2289,228.900000,0.691071498,0.099439800,-0.035407685,0.449056377,0.944518528,0.363883744,0.423780381
2290,229.000000,0.691073197,0.099498010,-0.035396865,0.448931398,0.944512157,0.363782329,0.423778438
2291,229.100000,0.691074896,0.099556220,-0.035386045,0.448806418,0.944505787,0.363680914,0.423776495
2292,229.200000,0.691076596,0.099614431,-0.035375226,0.448681438,0.944499416,0.363579499,0.423774552
2293,229.300000,0.691078295,0.099672641,-0.035364406,0.448556459,0.944493045,0.363478083,0.423772609
2294,229.400000,0.691079994,0.099730851,-0.035353586,0.448431479,0.944486674,0.363376668,0.423770666
2295,229.500000,0.691081693,0.099789061,-0.035342767,0.448306499,0.944480303,0.363275253,0.423768723
2296,229.600000,0.691083393,0.099847271,-0.035331947,0.448181520,0.944473932,0.363173838,0.423766779
2297,229.700000,0.691085092,0.099905481,-0.035321127,0.448056540,0.944467562,0.363072423,0.423764836
2298,229.800000,0.691086791,0.099963691,-0.035310307,0.447931560,0.944461191,0.362971007,0.423762893
2299,229.900000,0.691088491,0.100021902,-0.035299488,0.447806580,0.944454820,0.362869592,0.423760950
2300,230.000000,0.691090190,0.100080112,-0.035288668,0.447681601,0.944448449,0.362768177,0.423759007
2301,230.100000,0.691091889,0.100138322,-0.035277848,0.447556621,0.944442078,0.362666762,0.423757064
2302,230.200000,0.691093588,0.100196532,-0.035267029,0.447431641,0.944435707,0.362565347,0.423755121
2303,230.300000,0.691095288,0.100254742,-0.035256209,0.447306662,0.944429336,0.362463932,0.423753178
2304,230.400000,0.691096987,0.100312952,-0.035245389,0.447181682,0.944422966,0.362362516,0.423751234
2305,230.500000,0.691098686,0.100371162,-0.035234570,0.447056702,0.944416595,0.362261101,0.423749291
2306,230.600000,0.691100386,0.100429373,-0.035223750,0.446931723,0.944410224,0.362159686,0.423747348
2307,230.700000,0.691102085,0.100487583,-0.035212930,0.446806743,0.944403853,0.362058271,0.423745405
2308,230.800000,0.691103784,0.100545793,-0.035202111,0.446681763,0.944397482,0.361956856,0.423743462
2309,230.900000,0.691105483,0.100604003,-0.035191291,0.446556783,0.944391111,0.361855440,0.423741519
2310,231.000000,0.691107183,0.100662213,-0.035180471,0.446431804,0.944384741,0.361754025,0.423739576
2311,231.100000,0.691108882,0.100720423,-0.035169652,0.446306824,0.944378370,0.361652610,0.423737633
2312,231.200000,0.691110581,0.100778634,-0.035158832,0.446181844,0.944371999,0.361551195,0.423735689
